episode_name_nohomers|episode_link_nohomers|episode_name_norm|episode_name_wikisimpsons|episode_link_wikisimpsons|episode_season
Hostile Kirk Place|https://nohomers.net/forums/index.php?threads/rate-review-hostile-kirk-place-oabf09.57196/|HOSTILEKIRKPLACE|Hostile Kirk Place|https://simpsonswiki.com/wiki/Hostile_Kirk_Place|34.0
Pin Gal|https://nohomers.net/forums/index.php?threads/rate-review-pin-gal-oabf10.57219/|PINGAL|Pin Gal|https://simpsonswiki.com/wiki/Pin_Gal|34.0
Fan-ily Feud|https://nohomers.net/forums/index.php?threads/rate-review-fan-ily-feud-oabf11.57351/|FANILYFEUD|Fan-ily Feud|https://simpsonswiki.com/wiki/Fan-ily_Feud|34.0
Write Off This Episode|https://nohomers.net/forums/index.php?threads/rate-review-write-off-this-episode-oabf12.57372/|WRITEOFFTHISEPISODE|Write Off This Episode|https://simpsonswiki.com/wiki/Write_Off_This_Episode|34.0
The Very Hungry Caterpillars|https://nohomers.net/forums/index.php?threads/rate-review-the-very-hungry-caterpillars-oabf14.57394/|VERYHUNGRYCATERPILLARS|The Very Hungry Caterpillars|https://simpsonswiki.com/wiki/The_Very_Hungry_Caterpillars|34.0
Clown V. Board of Education|https://nohomers.net/forums/index.php?threads/rate-review-clown-v-board-of-education-oabf15.57414/|CLOWNVBOARDOFEDUCATION|Clown V. Board of Education|https://simpsonswiki.com/wiki/Clown_V._Board_of_Education|34.0
Homer's Adventures Through the Windshield Glass|https://nohomers.net/forums/index.php?threads/rate-review-homers-adventures-through-the-windshield-glass-oabf13.57441/|HOMERSADVENTURESTHROUGHWINDSHIELDGLASS|Homer's Adventures Through the Windshield Glass|https://simpsonswiki.com/wiki/Homer%27s_Adventures_Through_the_Windshield_Glass|34.0
Homer's Crossing|https://nohomers.net/forums/index.php?threads/rate-review-homers-crossing-oabf18.57767/|HOMERSCROSSING|Homer's Crossing|https://simpsonswiki.com/wiki/Homer%27s_Crossing|35.0
A Mid-Childhood Night's Dream|https://nohomers.net/forums/index.php?threads/rate-review-a-mid-childhood-nights-dream-oabf16.57783/|AMIDCHILDHOODNIGHTSDREAM|A Mid-Childhood Night's Dream|https://simpsonswiki.com/wiki/A_Mid-Childhood_Night%27s_Dream|35.0
McMansion & Wife|https://nohomers.net/forums/index.php?threads/rate-review-mcmansion-wife-oabf20.57807/|MCMANSIONWIFE|McMansion & Wife|https://simpsonswiki.com/wiki/McMansion_%26_Wife|35.0
Thirst Trap: A Corporate Love Story|https://nohomers.net/forums/index.php?threads/rate-review-thirst-trap-a-corporate-love-story-oabf21.57823/|THIRSTTRAPACORPORATELOVESTORY|Thirst Trap: A Corporate Love Story|https://simpsonswiki.com/wiki/Thirst_Trap:_A_Corporate_Love_Story|35.0
Treehouse of Horror XXXIV|https://nohomers.net/forums/index.php?threads/rate-review-treehouse-of-horror-xxxiv-oabf17.57834/|TREEHOUSEOFHORRORXXXIV|Treehouse of Horror XXXIV|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXXIV|35.0
Iron Marge|https://nohomers.net/forums/index.php?threads/rate-review-iron-marge-oabf22.57856/|IRONMARGE|Iron Marge|https://simpsonswiki.com/wiki/Iron_Marge|35.0
It's a Blunderful Life|https://nohomers.net/forums/index.php?threads/rate-review-its-a-blunderful-life-oabf19.57887/|ITSABLUNDERFULLIFE|It's a Blunderful Life|https://simpsonswiki.com/wiki/It%27s_a_Blunderful_Life|35.0
Ae Bonny Romance|https://nohomers.net/forums/index.php?threads/rate-review-ae-bonny-romance-35abf02.57917/|AEBONNYROMANCE|Ae Bonny Romance|https://simpsonswiki.com/wiki/Ae_Bonny_Romance|35.0
Murder, She Boat|https://nohomers.net/forums/index.php?threads/rate-review-murder-she-boat-35abf04.57960/|MURDERSHEBOAT|Murder, She Boat|https://simpsonswiki.com/wiki/Murder,_She_Boat|35.0
Do the Wrong Thing|https://nohomers.net/forums/index.php?threads/rate-review-do-the-wrong-thing-35abf01.57984/|DOWRONGTHING|Do the Wrong Thing|https://simpsonswiki.com/wiki/Do_the_Wrong_Thing|35.0
Frinkenstein's Monster|https://nohomers.net/forums/index.php?threads/rate-review-frinkensteins-monster-35abf03.58154/|FRINKENSTEINSMONSTER|Frinkenstein's Monster|https://simpsonswiki.com/wiki/Frinkenstein%27s_Monster|35.0
Lisa Gets an F1|https://nohomers.net/forums/index.php?threads/rate-review-lisa-gets-an-f1-35abf05.58184/|LISAGETSANF1|Lisa Gets an F1|https://simpsonswiki.com/wiki/Lisa_Gets_an_F1|35.0
Clan of the Cave Mom|https://nohomers.net/forums/index.php?threads/rate-review-clan-of-the-cave-mom-35abf06.58262/|CLANOFCAVEMOM|Clan of the Cave Mom|https://simpsonswiki.com/wiki/Clan_of_the_Cave_Mom|35.0
